query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c22855_g5_i4,c22855_g5_i4,c22855_g5,4,navi_HOG5415,82.67,277,48,0,1810,2086,500,776,1e-64,246
c22855_g5_i5,c22855_g5_i5,c22855_g5,5,navi_HOG5415,82.67,277,48,0,1810,2086,500,776,1e-64,246
c22855_g5_i6,c22855_g5_i6,c22855_g5,6,navi_HOG5415,82.67,277,48,0,694,970,500,776,1e-64,246
c22855_g5_i7,c22855_g5_i7,c22855_g5,7,navi_HOG5415,82.67,277,48,0,463,739,500,776,9e-65,246
c22855_g5_i9,c22855_g5_i9,c22855_g5,9,navi_HOG5415,90.14,213,21,0,229,441,2636,2848,6e-75,278
c22855_g5_i10,c22855_g5_i10,c22855_g5,10,navi_HOG5415,85.69,580,83,0,33,612,2269,2848,2e-175,612
c22855_g6_i2,c22855_g6_i2,c22855_g6,2,navi_HOG5115,74.29,770,161,31,7192,7950,1487,744,1e-77,291
c22857_g3_i4,c22857_g3_i4,c22857_g3,4,navi_HOG4654,92.75,69,5,0,2398,2466,1518,1450,8e-21,100
c22857_g3_i5,c22857_g3_i5,c22857_g3,5,navi_HOG4654,80.00,1525,225,50,2514,3965,1518,1,0.0,1053
c22857_g3_i9,c22857_g3_i9,c22857_g3,9,navi_HOG4654,80.00,1525,225,50,2398,3849,1518,1,0.0,1053
c22857_g3_i10,c22857_g3_i10,c22857_g3,10,navi_HOG4654,80.00,1525,225,50,2614,4065,1518,1,0.0,1053
c22857_g3_i13,c22857_g3_i13,c22857_g3,13,navi_HOG4654,78.94,1524,222,56,2398,3828,1518,1,0.0,944
c22857_g10_i2,c22857_g10_i2,c22857_g10,2,navi_HOG4043,88.90,712,73,3,89,794,1,712,0.0,872
c22857_g10_i3,c22857_g10_i3,c22857_g10,3,navi_HOG4043,88.90,712,73,3,89,794,1,712,0.0,872
c22858_g4_i1,c22858_g4_i1,c22858_g4,1,navi_HOG3795,78.19,1417,293,15,271,1679,1535,127,0.0,891
c22858_g4_i2,c22858_g4_i2,c22858_g4,2,navi_HOG3795,78.19,1417,293,15,271,1679,1535,127,0.0,891
c22858_g4_i3,c22858_g4_i3,c22858_g4,3,navi_HOG3795,78.19,1417,293,15,271,1679,1535,127,0.0,891
c22860_g4_i1,c22860_g4_i1,c22860_g4,1,navi_HOG3518,84.96,778,117,0,202,979,12,789,0.0,789
c22860_g4_i2,c22860_g4_i2,c22860_g4,2,navi_HOG3518,83.01,1077,183,0,556,1632,12,1088,0.0,976
c22860_g4_i3,c22860_g4_i3,c22860_g4,3,navi_HOG3518,83.01,1077,183,0,375,1451,12,1088,0.0,976
c22860_g4_i4,c22860_g4_i4,c22860_g4,4,navi_HOG3518,83.01,1077,183,0,612,1688,12,1088,0.0,976
c22860_g4_i6,c22860_g4_i6,c22860_g4,6,navi_HOG3518,83.01,1077,183,0,544,1620,12,1088,0.0,976
c22860_g4_i7,c22860_g4_i7,c22860_g4,7,navi_HOG3518,83.01,1077,183,0,302,1378,12,1088,0.0,976
c22860_g4_i8,c22860_g4_i8,c22860_g4,8,navi_HOG3518,83.01,1077,183,0,471,1547,12,1088,0.0,976
c22860_g4_i9,c22860_g4_i9,c22860_g4,9,navi_HOG3518,83.01,1077,183,0,202,1278,12,1088,0.0,976
c22860_g4_i10,c22860_g4_i10,c22860_g4,10,navi_HOG3518,83.82,1001,162,0,544,1544,12,1012,0.0,952
c22862_g15_i1,c22862_g15_i1,c22862_g15,1,navi_HOG6106,87.82,813,97,2,401,1212,1,812,0.0,952
c22862_g27_i1,c22862_g27_i1,c22862_g27,1,navi_HOG6106,86.84,737,94,1,906,1639,2052,1316,0.0,821
c22864_g6_i1,c22864_g6_i1,c22864_g6,1,navi_HOG4230,78.48,553,107,12,3135,3681,1047,501,3e-96,351
c22864_g6_i2,c22864_g6_i2,c22864_g6,2,navi_HOG4230,78.48,553,107,12,3154,3700,1047,501,3e-96,351
c22864_g6_i3,c22864_g6_i3,c22864_g6,3,navi_HOG4230,78.48,553,107,12,863,1409,1047,501,1e-96,351
c22864_g6_i4,c22864_g6_i4,c22864_g6,4,navi_HOG4230,78.48,553,107,12,3155,3701,1047,501,3e-96,351
c22864_g6_i5,c22864_g6_i5,c22864_g6,5,navi_HOG4230,78.48,553,107,12,3113,3659,1047,501,3e-96,351
c22864_g11_i2,c22864_g11_i2,c22864_g11,2,navi_HOG4231,82.36,1015,157,15,148,1154,1001,1,0.0,863
c22864_g14_i1,c22864_g14_i1,c22864_g14,1,navi_HOG4231,86.74,181,24,0,735,915,653,473,7e-52,202
c22864_g11_i4,c22864_g11_i4,c22864_g11,4,navi_HOG4231,81.80,533,94,1,148,680,1001,472,2e-124,444
c22864_g11_i4,c22864_g11_i4,c22864_g11,4,navi_HOG4231,85.08,429,49,13,837,1259,420,1,3e-118,424
c22866_g5_i1,c22866_g5_i1,c22866_g5,1,navi_HOG7097,82.13,1181,201,9,2059,3234,1816,2991,0.0,1003
c22866_g5_i2,c22866_g5_i2,c22866_g5,2,navi_HOG7097,82.13,1181,201,9,1938,3113,1816,2991,0.0,1003
c22869_g1_i2,c22869_g1_i2,c22869_g1,2,navi_HOG6475,84.95,1316,195,1,1115,2427,1316,1,0.0,1330
c22869_g1_i3,c22869_g1_i3,c22869_g1,3,navi_HOG6475,82.95,1783,272,16,480,2231,1782,1,0.0,1580
c22869_g1_i4,c22869_g1_i4,c22869_g1,4,navi_HOG6475,82.95,1783,272,16,480,2231,1782,1,0.0,1580
c22872_g1_i1,c22872_g1_i1,c22872_g1,1,navi_HOG3739,86.86,723,85,5,292,1012,142,856,0.0,800
c22872_g1_i1,c22872_g1_i1,c22872_g1,1,navi_HOG3739,100.00,69,0,0,226,294,1,69,1e-29,128
c22872_g1_i2,c22872_g1_i2,c22872_g1,2,navi_HOG3739,86.82,721,85,5,553,1271,144,856,0.0,797
c22872_g6_i1,c22872_g6_i1,c22872_g6,1,navi_HOG6037,85.99,971,133,2,546,1513,379,1349,0.0,1037
c22872_g6_i3,c22872_g6_i3,c22872_g6,3,navi_HOG6037,85.99,971,133,2,663,1630,379,1349,0.0,1037
c22872_g6_i4,c22872_g6_i4,c22872_g6,4,navi_HOG6037,85.99,971,133,2,663,1630,379,1349,0.0,1037
c22872_g6_i6,c22872_g6_i6,c22872_g6,6,navi_HOG6037,85.99,971,133,2,534,1501,379,1349,0.0,1037
c22872_g6_i7,c22872_g6_i7,c22872_g6,7,navi_HOG6037,85.99,971,133,2,1414,2381,379,1349,0.0,1037
c22872_g6_i8,c22872_g6_i8,c22872_g6,8,navi_HOG6037,85.99,971,133,2,663,1630,379,1349,0.0,1037
c22872_g10_i1,c22872_g10_i1,c22872_g10,1,navi_HOG3739,85.08,717,104,1,18,734,1333,2046,0.0,728
c22872_g10_i2,c22872_g10_i2,c22872_g10,2,navi_HOG3739,92.04,201,16,0,307,507,1846,2046,4e-76,283
c22874_g2_i2,c22874_g2_i2,c22874_g2,2,navi_HOG6260,79.37,989,191,9,808,1791,3051,2071,0.0,684
c22874_g2_i2,c22874_g2_i2,c22874_g2,2,navi_HOG6260,77.05,366,52,15,3698,4059,338,1,4e-45,182
c22874_g2_i3,c22874_g2_i3,c22874_g2,3,navi_HOG6260,75.93,1986,389,47,2123,4062,1943,1,0.0,937
c22874_g2_i3,c22874_g2_i3,c22874_g2,3,navi_HOG6260,79.37,989,191,9,808,1791,3051,2071,0.0,684
c22874_g2_i4,c22874_g2_i4,c22874_g2,4,navi_HOG6260,79.37,989,191,9,808,1791,3051,2071,0.0,684
c22874_g2_i6,c22874_g2_i6,c22874_g2,6,navi_HOG6260,80.77,884,160,8,808,1686,3051,2173,0.0,682
c22874_g2_i8,c22874_g2_i8,c22874_g2,8,navi_HOG6260,76.94,1986,393,38,2123,4086,1943,1,0.0,1070
c22874_g2_i8,c22874_g2_i8,c22874_g2,8,navi_HOG6260,79.37,989,191,9,808,1791,3051,2071,0.0,684
c22874_g2_i9,c22874_g2_i9,c22874_g2,9,navi_HOG6260,79.37,989,191,9,808,1791,3051,2071,0.0,684
c22875_g5_i1,c22875_g5_i1,c22875_g5,1,navi_HOG5241,95.45,44,2,0,1991,2034,1798,1841,9e-12,71.3
c22875_g6_i4,c22875_g6_i4,c22875_g6,4,navi_HOG4476,85.33,184,27,0,80,263,2201,2384,1e-48,191
c22875_g6_i9,c22875_g6_i9,c22875_g6,9,navi_HOG4476,80.51,2406,440,17,169,2567,1,2384,0.0,1818
c22875_g9_i1,c22875_g9_i1,c22875_g9,1,navi_HOG2880,79.39,427,84,4,3130,3554,425,1,4e-80,298
c22875_g9_i2,c22875_g9_i2,c22875_g9,2,navi_HOG2880,84.75,223,34,0,3130,3352,425,203,7e-58,224
c22875_g9_i3,c22875_g9_i3,c22875_g9,3,navi_HOG2880,77.45,439,83,9,3130,3566,425,1,4e-65,248
c22875_g9_i4,c22875_g9_i4,c22875_g9,4,navi_HOG2880,84.75,223,34,0,3130,3352,425,203,6e-58,224
c22879_g4_i7,c22879_g4_i7,c22879_g4,7,navi_HOG3561,77.25,677,147,7,172,844,1334,661,4e-108,390
c22879_g4_i8,c22879_g4_i8,c22879_g4,8,navi_HOG3561,77.25,677,147,7,172,844,1334,661,3e-108,390
c22887_g6_i3,c22887_g6_i3,c22887_g6,3,navi_HOG6515,81.88,1242,187,20,1264,2477,1,1232,0.0,1013
c22887_g6_i7,c22887_g6_i7,c22887_g6,7,navi_HOG6515,81.88,1242,187,20,422,1635,1,1232,0.0,1013
c22888_g1_i3,c22888_g1_i3,c22888_g1,3,navi_HOG4121,77.89,1203,256,9,720,1917,802,1999,0.0,739
c22888_g1_i4,c22888_g1_i4,c22888_g1,4,navi_HOG4121,80.40,556,105,4,720,1273,802,1355,3e-117,420
c22890_g1_i2,c22890_g1_i2,c22890_g1,2,navi_HOG6302,81.65,2261,410,4,185,2444,2263,7,0.0,1871
c22890_g1_i3,c22890_g1_i3,c22890_g1,3,navi_HOG6302,81.18,627,112,5,1619,2242,2886,2263,7e-141,499
c22890_g1_i5,c22890_g1_i5,c22890_g1,5,navi_HOG6302,83.98,206,33,0,1,206,2262,2057,7e-51,198
c22890_g1_i6,c22890_g1_i6,c22890_g1,6,navi_HOG6302,83.99,1668,261,5,1619,3283,2886,1222,0.0,1596
c22890_g1_i8,c22890_g1_i8,c22890_g1,8,navi_HOG6302,81.54,2887,522,9,1620,4502,2886,7,0.0,2368
c22890_g1_i10,c22890_g1_i10,c22890_g1,10,navi_HOG6302,82.39,2550,444,4,311,2859,2552,7,0.0,2217
c22890_g1_i11,c22890_g1_i11,c22890_g1,11,navi_HOG6302,81.40,2054,377,4,450,2502,2056,7,0.0,1672
c22891_g6_i1,c22891_g6_i1,c22891_g6,1,navi_HOG5592,87.06,286,31,3,930,1215,63,342,9e-87,318
c22891_g6_i2,c22891_g6_i2,c22891_g6,2,navi_HOG5592,87.06,286,31,3,964,1249,63,342,9e-87,318
c22891_g6_i4,c22891_g6_i4,c22891_g6,4,navi_HOG5592,85.98,264,31,4,837,1100,85,342,4e-74,278
c22891_g6_i5,c22891_g6_i5,c22891_g6,5,navi_HOG5592,87.06,286,31,3,435,720,63,342,5e-87,318
c22891_g6_i6,c22891_g6_i6,c22891_g6,6,navi_HOG5592,87.06,286,31,3,1405,1690,63,342,1e-86,318
c22891_g6_i8,c22891_g6_i8,c22891_g6,8,navi_HOG5592,85.98,264,31,4,315,578,85,342,4e-74,278
c22891_g6_i11,c22891_g6_i11,c22891_g6,11,navi_HOG5592,85.98,264,31,4,933,1196,85,342,5e-74,278
c22891_g6_i12,c22891_g6_i12,c22891_g6,12,navi_HOG5592,87.06,286,31,3,884,1169,63,342,9e-87,318
c22891_g6_i13,c22891_g6_i13,c22891_g6,13,navi_HOG5592,85.98,264,31,4,1454,1717,85,342,5e-74,278
c22891_g6_i14,c22891_g6_i14,c22891_g6,14,navi_HOG5592,85.98,264,31,4,979,1242,85,342,5e-74,278
c22891_g6_i15,c22891_g6_i15,c22891_g6,15,navi_HOG5592,87.06,286,31,3,747,1032,63,342,8e-87,318
c22893_g3_i1,c22893_g3_i1,c22893_g3,1,navi_HOG4075,83.98,1217,192,3,1343,2559,1284,71,0.0,1164
c22893_g3_i4,c22893_g3_i4,c22893_g3,4,navi_HOG4075,83.98,1217,192,3,2983,4199,1284,71,0.0,1164
c22893_g3_i5,c22893_g3_i5,c22893_g3,5,navi_HOG4075,83.98,1217,192,3,2984,4200,1284,71,0.0,1164
c22893_g3_i6,c22893_g3_i6,c22893_g3,6,navi_HOG4075,83.98,1217,192,3,2983,4199,1284,71,0.0,1164
c22896_g20_i1,c22896_g20_i1,c22896_g20,1,navi_HOG5335,83.11,438,65,5,202,630,2482,2919,3e-108,390
c22896_g22_i1,c22896_g22_i1,c22896_g22,1,navi_HOG5335,81.17,1253,196,17,2193,3413,1066,2310,0.0,970
c22898_g10_i1,c22898_g10_i1,c22898_g10,1,navi_HOG4516,76.82,1212,237,35,1941,3139,1181,1,0.0,641
c22900_g3_i1,c22900_g3_i1,c22900_g3,1,navi_HOG7033,92.31,130,10,0,165,294,130,1,4e-46,185
c22900_g3_i3,c22900_g3_i3,c22900_g3,3,navi_HOG7033,86.20,768,106,0,1815,2582,825,58,0.0,832
c22900_g3_i6,c22900_g3_i6,c22900_g3,6,navi_HOG7033,86.09,769,106,1,122,889,825,57,0.0,826
c22900_g3_i7,c22900_g3_i7,c22900_g3,7,navi_HOG7033,86.20,768,106,0,1815,2582,825,58,0.0,832
c22903_g2_i1,c22903_g2_i1,c22903_g2,1,navi_HOG6568,81.45,1283,238,0,847,2129,2416,3698,0.0,1051
c22903_g2_i2,c22903_g2_i2,c22903_g2,2,navi_HOG6568,78.45,2125,362,51,293,2360,74,2159,0.0,1299
c22903_g2_i2,c22903_g2_i2,c22903_g2,2,navi_HOG6568,81.45,1283,238,0,2581,3863,2416,3698,0.0,1051
c22903_g2_i3,c22903_g2_i3,c22903_g2,3,navi_HOG6568,81.45,1283,238,0,902,2184,2416,3698,0.0,1051
c22903_g2_i5,c22903_g2_i5,c22903_g2,5,navi_HOG6568,78.56,1833,315,46,198,1973,74,1885,0.0,1136
c22903_g2_i6,c22903_g2_i6,c22903_g2,6,navi_HOG6568,78.45,2125,362,51,293,2360,74,2159,0.0,1299
c22903_g2_i6,c22903_g2_i6,c22903_g2,6,navi_HOG6568,81.39,1284,238,1,2581,3864,2416,3698,0.0,1046
c22903_g2_i8,c22903_g2_i8,c22903_g2,8,navi_HOG6568,81.45,1283,238,0,707,1989,2416,3698,0.0,1051
c22906_g2_i2,c22906_g2_i2,c22906_g2,2,navi_HOG6157,76.17,3454,759,45,272,3681,79,3512,0.0,1760
c22906_g2_i7,c22906_g2_i7,c22906_g2,7,navi_HOG6157,76.12,2894,646,34,69,2935,637,3512,0.0,1474
c22906_g2_i8,c22906_g2_i8,c22906_g2,8,navi_HOG6157,76.24,2942,654,34,110,3024,589,3512,0.0,1519
c22906_g2_i9,c22906_g2_i9,c22906_g2,9,navi_HOG6157,76.22,3532,776,45,149,3636,1,3512,0.0,1810
c22907_g7_i1,c22907_g7_i1,c22907_g7,1,navi_HOG6804,76.73,1414,277,30,139,1526,1412,25,0.0,741
c22907_g7_i2,c22907_g7_i2,c22907_g7,2,navi_HOG6804,76.14,1538,310,35,17,1526,1533,25,0.0,754
c22908_g2_i1,c22908_g2_i1,c22908_g2,1,navi_HOG2991,83.91,3052,461,18,667,3715,4794,1770,0.0,2889
c22908_g2_i1,c22908_g2_i1,c22908_g2,1,navi_HOG2991,85.10,302,45,0,3752,4053,1769,1468,3e-83,309
c22908_g2_i2,c22908_g2_i2,c22908_g2,2,navi_HOG2991,83.91,3052,461,18,667,3715,4794,1770,0.0,2889
c22908_g2_i2,c22908_g2_i2,c22908_g2,2,navi_HOG2991,85.10,302,45,0,3752,4053,1769,1468,3e-83,309
c22908_g2_i3,c22908_g2_i3,c22908_g2,3,navi_HOG2991,83.71,2762,420,18,668,3426,4794,2060,0.0,2580
c22908_g1_i5,c22908_g1_i5,c22908_g1,5,navi_HOG7153,91.38,58,5,0,2534,2591,4048,3991,3e-14,80.5
c22908_g2_i5,c22908_g2_i5,c22908_g2,5,navi_HOG2991,83.44,2543,391,18,480,3019,4575,2060,0.0,2337
c22908_g2_i6,c22908_g2_i6,c22908_g2,6,navi_HOG2991,83.44,2543,391,18,362,2901,4575,2060,0.0,2337
c22908_g2_i7,c22908_g2_i7,c22908_g2,7,navi_HOG2991,83.91,3052,461,18,667,3715,4794,1770,0.0,2889
c22908_g2_i7,c22908_g2_i7,c22908_g2,7,navi_HOG2991,85.10,302,45,0,3767,4068,1769,1468,3e-83,309
c22908_g1_i7,c22908_g1_i7,c22908_g1,7,navi_HOG7153,92.19,64,5,0,2534,2597,4048,3985,1e-17,91.6
c22908_g1_i8,c22908_g1_i8,c22908_g1,8,navi_HOG7153,92.19,64,5,0,2534,2597,4048,3985,1e-17,91.6
c22908_g2_i8,c22908_g2_i8,c22908_g2,8,navi_HOG2991,83.91,3052,461,18,667,3715,4794,1770,0.0,2889
c22908_g2_i8,c22908_g2_i8,c22908_g2,8,navi_HOG2991,85.10,302,45,0,3752,4053,1769,1468,3e-83,309
c22910_g2_i2,c22910_g2_i2,c22910_g2,2,navi_HOG5101,74.40,1488,348,29,229,1698,1,1473,4e-173,606
c22911_g2_i1,c22911_g2_i1,c22911_g2,1,navi_HOG6112,83.18,220,34,1,654,870,467,248,9e-51,198
c22911_g2_i2,c22911_g2_i2,c22911_g2,2,navi_HOG6112,82.58,1062,172,9,1775,2827,1058,1,0.0,924
c22911_g2_i3,c22911_g2_i3,c22911_g2,3,navi_HOG6112,83.80,469,66,6,654,1114,467,1,3e-122,436
c22912_g1_i1,c22912_g1_i1,c22912_g1,1,navi_HOG3808,83.99,687,104,6,2225,2908,1,684,0.0,654
c22912_g1_i2,c22912_g1_i2,c22912_g1,2,navi_HOG3808,83.99,687,104,6,2499,3182,1,684,0.0,654
c22912_g1_i5,c22912_g1_i5,c22912_g1,5,navi_HOG3808,83.99,687,104,6,2477,3160,1,684,0.0,654
c22912_g1_i6,c22912_g1_i6,c22912_g1,6,navi_HOG3808,83.99,687,104,6,2225,2908,1,684,0.0,654
c22913_g3_i1,c22913_g3_i1,c22913_g3,1,navi_HOG5291,81.95,842,141,8,1732,2571,1231,2063,0.0,702
c22913_g3_i1,c22913_g3_i1,c22913_g3,1,navi_HOG5291,81.21,463,87,0,1231,1693,697,1159,7e-103,374
c22913_g3_i1,c22913_g3_i1,c22913_g3,1,navi_HOG5291,88.48,191,20,2,859,1048,367,556,2e-59,230
c22913_g3_i2,c22913_g3_i2,c22913_g3,2,navi_HOG5291,81.95,842,141,8,1573,2412,1231,2063,0.0,702
c22913_g3_i2,c22913_g3_i2,c22913_g3,2,navi_HOG5291,81.21,463,87,0,1072,1534,697,1159,8e-103,374
c22913_g3_i2,c22913_g3_i2,c22913_g3,2,navi_HOG5291,88.48,191,20,2,700,889,367,556,2e-59,230
c22913_g3_i3,c22913_g3_i3,c22913_g3,3,navi_HOG5291,81.95,842,141,8,1732,2571,1231,2063,0.0,702
c22913_g3_i3,c22913_g3_i3,c22913_g3,3,navi_HOG5291,81.21,463,87,0,1231,1693,697,1159,8e-103,374
c22913_g3_i3,c22913_g3_i3,c22913_g3,3,navi_HOG5291,88.48,191,20,2,859,1048,367,556,2e-59,230
c22913_g3_i4,c22913_g3_i4,c22913_g3,4,navi_HOG5291,81.95,842,141,8,1297,2136,1231,2063,0.0,702
c22913_g3_i4,c22913_g3_i4,c22913_g3,4,navi_HOG5291,81.21,463,87,0,796,1258,697,1159,8e-103,374
c22913_g3_i4,c22913_g3_i4,c22913_g3,4,navi_HOG5291,88.48,191,20,2,424,613,367,556,2e-59,230
c22913_g3_i5,c22913_g3_i5,c22913_g3,5,navi_HOG5291,81.95,842,141,8,2024,2863,1231,2063,0.0,702
c22913_g3_i5,c22913_g3_i5,c22913_g3,5,navi_HOG5291,81.21,463,87,0,1523,1985,697,1159,9e-103,374
c22913_g3_i5,c22913_g3_i5,c22913_g3,5,navi_HOG5291,88.48,191,20,2,1151,1340,367,556,2e-59,230
c22913_g3_i6,c22913_g3_i6,c22913_g3,6,navi_HOG5291,81.95,842,141,8,1445,2284,1231,2063,0.0,702
c22913_g3_i6,c22913_g3_i6,c22913_g3,6,navi_HOG5291,81.21,463,87,0,944,1406,697,1159,8e-103,374
c22913_g3_i6,c22913_g3_i6,c22913_g3,6,navi_HOG5291,88.48,191,20,2,572,761,367,556,2e-59,230
c22913_g3_i7,c22913_g3_i7,c22913_g3,7,navi_HOG5291,81.95,842,141,8,1848,2687,1231,2063,0.0,702
c22913_g3_i7,c22913_g3_i7,c22913_g3,7,navi_HOG5291,81.21,463,87,0,1347,1809,697,1159,9e-103,374
c22913_g3_i7,c22913_g3_i7,c22913_g3,7,navi_HOG5291,88.48,191,20,2,975,1164,367,556,2e-59,230
c22913_g3_i8,c22913_g3_i8,c22913_g3,8,navi_HOG5291,81.95,842,141,8,1391,2230,1231,2063,0.0,702
c22913_g3_i8,c22913_g3_i8,c22913_g3,8,navi_HOG5291,81.21,463,87,0,890,1352,697,1159,8e-103,374
c22913_g3_i8,c22913_g3_i8,c22913_g3,8,navi_HOG5291,88.48,191,20,2,518,707,367,556,2e-59,230
c22913_g3_i9,c22913_g3_i9,c22913_g3,9,navi_HOG5291,81.95,842,141,8,1561,2400,1231,2063,0.0,702
c22913_g3_i9,c22913_g3_i9,c22913_g3,9,navi_HOG5291,81.21,463,87,0,1060,1522,697,1159,8e-103,374
c22913_g3_i9,c22913_g3_i9,c22913_g3,9,navi_HOG5291,88.48,191,20,2,688,877,367,556,2e-59,230
c22913_g7_i1,c22913_g7_i1,c22913_g7,1,navi_HOG6023,83.89,149,24,0,1556,1704,25,173,8e-34,143
c22913_g7_i2,c22913_g7_i2,c22913_g7,2,navi_HOG6023,83.89,149,24,0,670,818,25,173,4e-34,143
c22914_g1_i1,c22914_g1_i1,c22914_g1,1,navi_HOG4063,81.69,426,62,14,987,1407,1587,1173,2e-93,340
c22914_g4_i1,c22914_g4_i1,c22914_g4,1,navi_HOG4063,76.44,917,189,21,1257,2158,64,968,1e-132,472
c22914_g4_i2,c22914_g4_i2,c22914_g4,2,navi_HOG4063,77.86,980,190,21,309,1273,1,968,3e-166,582
c22916_g3_i1,c22916_g3_i1,c22916_g3,1,navi_HOG4556,92.55,161,12,0,1122,1282,806,966,3e-60,231
c22916_g3_i3,c22916_g3_i3,c22916_g3,3,navi_HOG4556,82.88,958,151,11,300,1248,13,966,0.0,848
c22916_g8_i1,c22916_g8_i1,c22916_g8,1,navi_HOG5774,80.53,1582,282,19,132,1694,1575,1,0.0,1192
c22918_g2_i2,c22918_g2_i2,c22918_g2,2,navi_HOG4536,83.45,961,157,2,3119,4078,960,1,0.0,893
c22918_g2_i2,c22918_g2_i2,c22918_g2,2,navi_HOG4536,82.30,243,43,0,2705,2947,1341,1099,7e-54,211
c22918_g2_i3,c22918_g2_i3,c22918_g2,3,navi_HOG4536,83.45,961,157,2,3119,4078,960,1,0.0,893
c22918_g2_i3,c22918_g2_i3,c22918_g2,3,navi_HOG4536,82.30,243,43,0,2705,2947,1341,1099,1e-53,211
c22918_g2_i6,c22918_g2_i6,c22918_g2,6,navi_HOG4536,83.45,961,157,2,3119,4078,960,1,0.0,893
c22918_g2_i6,c22918_g2_i6,c22918_g2,6,navi_HOG4536,82.30,243,43,0,2705,2947,1341,1099,7e-54,211
c22918_g2_i7,c22918_g2_i7,c22918_g2,7,navi_HOG4536,83.45,961,157,2,3119,4078,960,1,0.0,893
c22918_g2_i7,c22918_g2_i7,c22918_g2,7,navi_HOG4536,82.30,243,43,0,2705,2947,1341,1099,7e-54,211
c22923_g1_i4,c22923_g1_i4,c22923_g1,4,navi_HOG7157,81.57,1161,212,2,48,1207,1244,85,0.0,957
c22923_g1_i5,c22923_g1_i5,c22923_g1,5,navi_HOG7157,81.57,1161,212,2,48,1207,1244,85,0.0,957
c22923_g1_i6,c22923_g1_i6,c22923_g1,6,navi_HOG7157,81.09,2009,368,12,2331,4333,2087,85,0.0,1594
c22923_g1_i8,c22923_g1_i8,c22923_g1,8,navi_HOG7157,82.70,555,96,0,299,853,639,85,1e-139,494
c22923_g1_i10,c22923_g1_i10,c22923_g1,10,navi_HOG7157,82.70,555,96,0,328,882,639,85,1e-139,494
c22929_g5_i1,c22929_g5_i1,c22929_g5,1,navi_HOG3409,79.02,996,197,12,679,1666,992,1,0.0,671
c22929_g5_i2,c22929_g5_i2,c22929_g5,2,navi_HOG3409,79.02,858,171,9,80,931,855,1,1e-164,579
c22929_g5_i4,c22929_g5_i4,c22929_g5,4,navi_HOG3409,79.02,996,197,12,679,1666,992,1,0.0,671
c22929_g5_i5,c22929_g5_i5,c22929_g5,5,navi_HOG3409,79.02,996,197,12,679,1666,992,1,0.0,671
c22932_g1_i1,c22932_g1_i1,c22932_g1,1,navi_HOG6911,83.88,1365,214,6,842,2203,1,1362,0.0,1297
c22932_g1_i2,c22932_g1_i2,c22932_g1,2,navi_HOG6911,83.88,1365,214,6,649,2010,1,1362,0.0,1297
c22932_g1_i3,c22932_g1_i3,c22932_g1,3,navi_HOG6911,83.75,1052,167,4,566,1615,1,1050,0.0,992
c22932_g1_i4,c22932_g1_i4,c22932_g1,4,navi_HOG6911,83.88,1365,214,6,566,1927,1,1362,0.0,1297
c22933_g7_i1,c22933_g7_i1,c22933_g7,1,navi_HOG4291,100.00,43,0,0,1917,1959,43,1,1e-14,80.5
c22933_g7_i2,c22933_g7_i2,c22933_g7,2,navi_HOG4291,80.78,281,48,3,4,281,278,1,1e-55,215
c22933_g7_i3,c22933_g7_i3,c22933_g7,3,navi_HOG4291,100.00,43,0,0,1197,1239,43,1,8e-15,80.5
c22933_g7_i4,c22933_g7_i4,c22933_g7,4,navi_HOG4291,100.00,43,0,0,1995,2037,43,1,1e-14,80.5
c22933_g7_i5,c22933_g7_i5,c22933_g7,5,navi_HOG4291,80.78,281,48,3,4,281,278,1,9e-56,215
c22933_g7_i6,c22933_g7_i6,c22933_g7,6,navi_HOG4291,80.78,281,48,3,4,281,278,1,7e-56,215
c22940_g1_i2,c22940_g1_i2,c22940_g1,2,navi_HOG3130,85.53,1209,157,11,513,1706,13,1218,0.0,1247
c22940_g1_i4,c22940_g1_i4,c22940_g1,4,navi_HOG3130,85.74,1297,167,11,513,1794,13,1306,0.0,1354
c22940_g1_i5,c22940_g1_i5,c22940_g1,5,navi_HOG3130,84.84,1603,222,12,513,2100,13,1609,0.0,1594
c22940_g1_i6,c22940_g1_i6,c22940_g1,6,navi_HOG3130,85.22,1394,191,10,366,1750,222,1609,0.0,1419
c22940_g1_i7,c22940_g1_i7,c22940_g1,7,navi_HOG3130,84.53,1538,217,12,513,2035,13,1544,0.0,1502
c22941_g5_i1,c22941_g5_i1,c22941_g5,1,navi_HOG6477,84.67,411,54,6,972,1376,106,513,2e-111,401
c22941_g5_i2,c22941_g5_i2,c22941_g5,2,navi_HOG6477,84.67,411,54,6,877,1281,106,513,2e-111,401
c22941_g5_i3,c22941_g5_i3,c22941_g5,3,navi_HOG6477,84.67,411,54,6,1047,1451,106,513,2e-111,401
c22941_g5_i4,c22941_g5_i4,c22941_g5,4,navi_HOG6477,84.67,411,54,6,1358,1762,106,513,2e-111,401
c22941_g5_i6,c22941_g5_i6,c22941_g5,6,navi_HOG6477,84.13,441,60,7,118,551,76,513,1e-116,418
c22941_g5_i8,c22941_g5_i8,c22941_g5,8,navi_HOG6477,84.67,411,54,6,320,724,106,513,1e-111,401
